@relation 'dataset-information'
@attribute 'id' numeric
@attribute 'State' {AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY}
@attribute 'Account_length ' numeric
@attribute 'Area_code ' numeric
@attribute 'International_plan ' {No, Yes}
@attribute 'Voice_mail_plan ' {No, Yes}
@attribute 'Number_vmail_messages ' numeric
@attribute 'Total_day_minutes ' numeric
@attribute 'Total_day_calls' numeric
@attribute 'Total_day_charge' numeric
@attribute 'Total_eve_minutes' numeric
@attribute 'Total_eve_calls' numeric
@attribute 'Total_eve_charge' numeric
@attribute 'Total_night_minutes' numeric
@attribute 'Total_night_calls' numeric
@attribute 'Total_night_charge' numeric
@attribute 'Total_intl_minutes' numeric
@attribute 'Total_intl_calls' numeric
@attribute 'Total_intl_charge' numeric
@attribute 'Customer_service_calls ' numeric
@attribute 'Churn_Label' {FALSE, TRUE}
@data
7593,CT,99,415,No,No,0,146.7,64,24.94,274,99,23.29,321.3,98,14.46,8.9,1,2.4,3,FALSE
7594,WI,85,415,No,No,0,102,95,17.34,270.2,139,22.97,148.2,105,6.67,10.7,3,2.89,1,FALSE
7595,MS,150,510,No,No,0,126,99,21.42,238.5,73,20.27,285.1,100,12.83,10.2,6,2.75,3,FALSE
7596,WV,43,415,No,No,0,168.4,125,28.63,243.8,89,20.72,214.7,102,9.66,11.1,2,3,1,FALSE
7597,MD,98,415,No,No,0,206.5,92,35.11,176.2,152,14.98,232.8,115,10.48,12.4,5,3.35,5,FALSE
7598,PA,112,510,No,No,0,217.1,76,36.91,205.2,100,17.44,185.7,91,8.36,9.4,3,2.54,2,FALSE
7599,WI,16,510,No,No,0,229.6,78,39.03,205.7,108,17.48,166.2,91,7.48,10.8,2,2.92,0,TRUE
7600,TN,98,415,No,Yes,22,278.3,89,47.31,93.4,143,7.94,107.6,42,4.84,9.7,5,2.62,0,FALSE
7601,IL,84,510,No,No,0,181.5,129,30.86,130.7,112,11.11,186.5,118,8.39,8.5,4,2.3,1,FALSE
7602,DC,66,415,No,No,0,167.3,91,28.44,230,68,19.55,191.7,118,8.63,10.6,5,2.86,1,TRUE
7603,GA,98,415,No,Yes,31,121,105,20.57,218.9,98,18.61,226.7,110,10.2,12,1,3.24,1,FALSE
7604,ID,74,415,No,No,0,221.1,124,37.59,110.8,94,9.42,240.1,112,10.8,10.6,3,2.86,0,FALSE
7605,KY,119,510,No,No,0,222.8,122,37.88,163.2,107,13.87,160.6,112,7.23,11.2,6,3.02,1,FALSE
7606,OH,73,415,No,No,0,183.4,80,31.18,242,115,20.57,201.4,100,9.06,7.5,3,2.03,4,FALSE
7607,WI,92,415,Yes,No,0,264.3,91,44.93,160.9,115,13.68,198.6,73,8.94,9.3,5,2.51,0,FALSE
7608,IL,21,415,No,No,0,146,78,24.82,109.7,79,9.32,247.4,108,11.13,6.8,7,1.84,0,FALSE
7609,DE,122,510,No,No,0,157.1,134,26.71,184.9,122,15.72,197.2,59,8.87,8.5,5,2.3,4,TRUE
7610,RI,133,510,Yes,No,0,127.3,108,21.64,251.3,81,21.36,135,88,6.08,10.3,3,2.78,1,FALSE
7611,TX,145,415,No,No,0,187.9,110,31.94,197,117,16.75,167,108,7.52,4.8,4,1.3,2,FALSE
7612,OR,25,408,No,No,0,178.8,90,30.4,141.2,72,12,203,99,9.14,8.4,5,2.27,2,FALSE
7613,MS,126,415,No,No,0,256.5,112,43.61,199.5,90,16.96,188.3,122,8.47,7,5,1.89,3,FALSE
7614,OR,76,415,No,No,0,169.5,77,28.82,124,87,10.54,219.4,92,9.87,10,3,2.7,0,FALSE
7615,DE,113,415,No,No,0,239.7,47,40.75,282.9,110,24.05,238.4,88,10.73,8.7,3,2.35,2,TRUE
7616,DE,224,510,Yes,No,0,171.5,99,29.16,160,103,13.6,212.4,102,9.56,5,2,1.35,1,TRUE
7617,SD,128,408,No,Yes,34,142.3,73,24.19,194.8,79,16.56,239.3,81,10.77,16,6,4.32,1,FALSE
7618,NV,115,415,No,No,0,184.1,98,31.3,327,73,27.8,212.5,106,9.56,7.5,6,2.03,2,FALSE
7619,NM,141,415,No,Yes,28,206.9,126,35.17,264.4,126,22.47,171.8,124,7.73,9.3,11,2.51,2,FALSE
7620,MN,51,510,No,No,0,259.9,114,44.18,176.2,94,14.98,77.2,112,3.47,15.3,1,4.13,1,FALSE
7621,NJ,100,415,No,No,0,203.8,122,34.65,283.1,76,24.06,197.3,83,8.88,12.5,3,3.38,0,FALSE
7622,IN,96,415,No,Yes,45,248.8,124,42.3,140.3,77,11.93,263.6,102,11.86,10.3,2,2.78,3,FALSE
7623,ME,163,415,No,No,0,122.4,129,20.81,113.4,108,9.64,180.2,97,8.11,12.5,7,3.38,1,FALSE
7624,NH,67,415,No,Yes,40,104.9,65,17.83,216.3,93,18.39,217.4,128,9.78,9.6,9,2.59,1,FALSE
7625,OR,49,510,No,No,0,119.4,69,20.3,273.3,92,23.23,214.4,153,9.65,12.4,7,3.35,2,FALSE
7626,KS,46,510,No,No,0,250.3,100,42.55,260.6,90,22.15,195,104,8.78,13.3,2,3.59,2,TRUE
7627,NE,148,415,No,No,0,178.3,98,30.31,282.6,110,24.02,181,98,8.15,11.4,4,3.08,1,FALSE
7628,MI,112,510,No,No,0,243.4,77,41.38,182.1,97,15.48,259.2,94,11.66,12.8,2,3.46,1,FALSE
7629,SC,78,415,No,No,0,155,106,26.35,175.3,101,14.9,155.6,125,7,11.8,5,3.19,2,FALSE
7630,PA,61,408,No,Yes,31,288.7,101,49.08,203.8,102,17.32,203.2,49,9.14,8.6,3,2.32,0,FALSE
7631,MT,58,510,No,Yes,29,240.4,80,40.87,118.9,91,10.11,164.2,108,7.39,11.2,3,3.02,1,FALSE
7632,NM,155,415,No,No,0,190.3,123,32.35,301.3,96,25.61,214.6,134,9.66,8,3,2.16,1,FALSE
7633,OH,100,510,No,No,0,278,76,47.26,176.7,74,15.02,219.5,126,9.88,8.3,4,2.24,0,TRUE
7634,WY,113,510,No,No,0,155,93,26.35,330.6,106,28.1,189.4,123,8.52,13.5,3,3.65,1,FALSE
7635,AR,135,510,No,Yes,27,273.4,141,46.48,154,99,13.09,245.8,112,11.06,12.3,6,3.32,1,FALSE
7636,FL,99,408,No,No,0,155.3,93,26.4,265.7,95,22.58,145.7,67,6.56,12.4,4,3.35,0,FALSE
7637,AR,59,510,No,Yes,29,133.1,114,22.63,221.2,82,18.8,131.6,103,5.92,6.8,3,1.84,1,FALSE
7638,MO,135,510,No,No,0,246.8,129,41.96,187.8,121,15.96,154.5,109,6.95,12.6,5,3.4,1,FALSE
7639,WI,85,408,Yes,No,0,165.4,107,28.12,196,126,16.66,349.2,110,15.71,9.6,7,2.59,2,FALSE
7640,TX,88,510,No,No,0,138.3,116,23.51,236,138,20.06,179.1,110,8.06,9.6,4,2.59,3,FALSE
7641,NM,55,510,No,No,0,286.7,100,48.74,134.4,121,11.42,192.9,122,8.68,6.9,5,1.86,2,FALSE
7642,GA,75,415,No,No,0,117.3,114,19.94,201.1,61,17.09,107.9,82,4.86,12.2,3,3.29,1,FALSE
7643,KS,86,408,No,Yes,23,225.5,107,38.34,246.3,105,20.94,245.7,81,11.06,9.8,2,2.65,0,FALSE
7644,OH,97,408,No,No,0,256.4,125,43.59,273.9,100,23.28,222.7,101,10.02,11.1,1,3,1,TRUE
7645,MA,88,415,No,No,0,264.8,124,45.02,245.4,112,20.86,160.5,115,7.22,14.8,2,4,1,TRUE
7646,KY,54,408,No,No,0,159.8,99,27.17,264,64,22.44,115.7,70,5.21,9.7,7,2.62,2,FALSE
7647,DC,11,415,No,Yes,28,190.6,86,32.4,220.1,122,18.71,180.3,80,8.11,6,3,1.62,3,FALSE
7648,WA,109,415,No,No,0,184,120,31.28,120.4,119,10.23,153.7,86,6.92,11,3,2.97,0,FALSE
7649,UT,90,415,No,No,0,261.8,128,44.51,220.6,104,18.75,136.6,91,6.15,9.6,5,2.59,1,FALSE
7650,NV,91,408,No,No,0,133.7,75,22.73,195.3,87,16.6,280.5,89,12.62,5.9,2,1.59,0,FALSE
7651,ND,105,415,No,Yes,23,193.5,85,32.9,220.2,90,18.72,272.4,111,12.26,8.5,5,2.3,0,FALSE
7652,NV,71,415,Yes,No,0,178.2,113,30.29,167.8,94,14.26,182.1,111,8.19,13.6,3,3.67,3,TRUE
7653,FL,132,510,No,Yes,36,226.2,103,38.45,181.6,125,15.44,258.8,102,11.65,10.5,5,2.84,3,TRUE
7654,MD,112,415,No,No,0,170.4,103,28.97,200.2,71,17.02,258.3,100,11.62,11.6,4,3.13,1,FALSE
7655,AL,41,510,No,Yes,34,194.4,63,33.05,254.9,110,21.67,160.2,115,7.21,17.2,9,4.64,2,FALSE
7656,NE,44,415,No,No,0,240.3,146,40.85,164.6,83,13.99,240.7,106,10.83,10.6,2,2.86,1,FALSE
7657,NV,78,408,No,No,0,75,116,12.75,248.7,87,21.14,176,83,7.92,9.5,6,2.57,3,FALSE
7658,IL,149,408,No,No,0,69.1,117,11.75,136.3,100,11.59,181.7,53,8.18,6.3,3,1.7,1,FALSE
7659,WV,72,510,No,Yes,33,96.6,59,16.42,315.4,98,26.81,163.3,117,7.35,6.2,4,1.67,4,TRUE
7660,AR,74,510,No,No,0,148.5,111,25.25,146.5,42,12.45,289.2,83,13.01,9.9,6,2.67,3,FALSE
7661,UT,50,510,No,No,0,258.1,106,43.88,161.4,106,13.72,225.1,110,10.13,11.7,5,3.16,1,FALSE
7662,GA,141,510,No,Yes,23,149.7,112,25.45,162.5,118,13.81,220.3,115,9.91,7.6,2,2.05,3,FALSE
7663,AZ,140,408,No,No,0,149.8,134,25.47,164.4,98,13.97,294.7,124,13.26,8.1,2,2.19,1,FALSE
7664,ID,99,408,No,No,0,190.4,102,32.37,158.1,107,13.44,271.5,92,12.22,11.2,4,3.02,2,FALSE
7665,HI,166,408,No,No,0,181.4,108,30.84,253.8,54,21.57,112.3,94,5.05,11.6,6,3.13,1,FALSE
7666,MD,74,415,No,No,0,155.7,116,26.47,173.7,63,14.76,257.4,97,11.58,8.1,4,2.19,0,FALSE
7667,GA,117,510,No,No,0,149.9,95,25.48,256.1,110,21.77,212.7,92,9.57,13.3,13,3.59,2,FALSE
7668,GA,85,510,No,No,0,222.3,132,37.79,231.5,101,19.68,223.5,75,10.06,11,2,2.97,3,FALSE
7669,UT,36,415,No,Yes,16,149.4,111,25.4,131.8,113,11.2,132.7,87,5.97,6.7,2,1.81,0,FALSE
7670,IN,76,415,No,No,0,204.2,100,34.71,292.6,139,24.87,244.3,105,10.99,10.5,2,2.84,0,FALSE
7671,IA,130,415,No,No,0,150.4,119,25.57,230.5,99,19.59,186.3,76,8.38,12.3,4,3.32,1,FALSE
7672,ME,92,415,Yes,No,0,130.7,113,22.22,260.6,122,22.15,244.2,98,10.99,9.4,2,2.54,2,TRUE
7673,MD,18,408,No,No,0,273.6,93,46.51,114.6,116,9.74,250.6,120,11.28,8.2,4,2.21,1,FALSE
7674,FL,161,415,Yes,No,0,156.1,114,26.54,180.3,63,15.33,179.6,115,8.08,11.1,9,3,2,FALSE
7675,CA,93,415,No,Yes,36,178.7,134,30.38,178.6,102,15.18,126.8,82,5.71,8,4,2.16,2,FALSE
7676,AL,144,415,No,No,0,177.5,93,30.18,287.4,75,24.43,180.5,118,8.12,11.9,3,3.21,2,FALSE
7677,WV,95,415,No,No,0,175.2,91,29.78,244.4,109,20.77,75.8,95,3.41,7.5,2,2.03,1,FALSE
7678,FL,124,415,No,Yes,28,251.4,104,42.74,225.1,89,19.13,251.9,121,11.34,7.5,5,2.03,1,FALSE
7679,MI,93,415,Yes,No,0,216.9,61,36.87,207.4,120,17.63,221.7,110,9.98,17.5,5,4.73,1,TRUE
7680,MI,109,415,Yes,Yes,26,217.2,138,36.92,145.5,111,12.37,280.7,76,12.63,9.3,3,2.51,0,FALSE
7681,NM,80,510,No,No,0,206.3,97,35.07,154.9,98,13.17,263.6,82,11.86,12.4,12,3.35,0,FALSE
7682,AK,41,415,No,No,0,159.3,66,27.08,125.9,75,10.7,261.9,76,11.79,11.1,5,3,1,FALSE
7683,OH,136,415,No,Yes,31,143.1,88,24.33,236.6,65,20.11,227.8,120,10.25,11.4,5,3.08,2,FALSE
7684,KS,143,408,No,Yes,24,186.6,69,31.72,222,116,18.87,234.9,138,10.57,11.6,5,3.13,1,FALSE
7685,MS,118,415,No,Yes,26,170.8,114,29.04,199.5,125,16.96,169.7,98,7.64,9.6,5,2.59,5,TRUE
7686,VT,193,408,No,Yes,17,124,102,21.08,202.9,81,17.25,205.1,129,9.23,12.3,3,3.32,1,FALSE
7687,NE,73,415,No,No,0,198.3,94,33.71,279.3,101,23.74,146.2,87,6.58,14.8,8,4,3,FALSE
7688,VA,62,408,No,No,0,172.8,101,29.38,204.8,97,17.41,240.8,90,10.84,9.1,8,2.46,2,FALSE
7689,DE,30,415,No,Yes,30,217.4,74,36.96,213.8,86,18.17,227.2,104,10.22,6.6,3,1.78,0,FALSE
7690,AL,60,408,Yes,Yes,29,265.9,113,45.2,215.8,94,18.34,108.1,82,4.86,14,12,3.78,0,TRUE
7691,ID,148,510,No,Yes,14,93.6,137,15.91,193.8,72,16.47,144.9,84,6.52,17.5,5,4.73,1,FALSE
7692,MS,96,510,No,No,0,98.2,100,16.69,307.2,88,26.11,182.5,120,8.21,7.6,1,2.05,2,FALSE
7693,NM,87,415,No,No,0,168.2,92,28.59,224.7,100,19.1,169.5,99,7.63,12.9,3,3.48,1,FALSE
7694,WI,41,408,No,No,0,202.9,97,34.49,153.8,104,13.07,113.5,92,5.11,9,3,2.43,3,FALSE
7695,WV,112,415,No,No,0,261.4,108,44.44,154.5,102,13.13,130.9,90,5.89,11.6,2,3.13,1,FALSE
7696,SC,88,510,No,No,0,73.3,86,12.46,161.4,82,13.72,239.6,76,10.78,8.2,3,2.21,4,TRUE
7697,KY,122,408,No,Yes,27,253.7,84,43.13,229.2,109,19.48,190.5,123,8.57,9.2,5,2.48,7,FALSE
7698,MO,61,408,No,No,0,45,108,7.65,151.3,74,12.86,152.9,94,6.88,9.8,6,2.65,2,FALSE
7699,OK,176,408,No,No,0,47.4,125,8.06,167.8,90,14.26,163.1,107,7.34,10.5,8,2.84,2,FALSE
7700,MI,30,510,No,No,0,227.4,88,38.66,182.5,100,15.51,191.7,134,8.63,12.5,3,3.38,0,FALSE
7701,ID,46,415,No,No,0,124.8,133,21.22,157.3,143,13.37,199.3,72,8.97,8.6,4,2.32,2,FALSE
7702,DC,100,510,Yes,No,0,68.5,110,11.65,337.1,115,28.65,205.2,99,9.23,12.1,9,3.27,0,FALSE
7703,NY,47,415,No,Yes,37,163.5,77,27.8,203.1,102,17.26,232,87,10.44,7.8,4,2.11,2,FALSE
7704,AL,77,415,No,No,0,163,112,27.71,219.1,89,18.62,233.4,66,10.5,6.7,3,1.81,2,FALSE
7705,OR,98,415,No,Yes,38,213.7,61,36.33,253,104,21.51,207.7,73,9.35,10.7,5,2.89,2,FALSE
7706,OK,125,415,No,Yes,36,201.3,117,34.22,42.2,78,3.59,125.7,104,5.66,5.4,3,1.46,1,FALSE
7707,NE,194,408,No,No,0,48.4,101,8.23,281.1,138,23.89,218.5,87,9.83,18.2,1,4.91,1,FALSE
7708,TX,128,415,No,Yes,40,171.2,88,29.1,145.7,109,12.38,196.8,93,8.86,14,6,3.78,1,FALSE
7709,UT,190,415,No,Yes,22,166.5,93,28.31,183,92,15.56,121,102,5.44,8.5,3,2.3,0,FALSE
7710,NY,59,408,No,No,0,107.8,113,18.33,216.6,125,18.41,217.5,92,9.79,9.9,3,2.67,2,FALSE
7711,AL,47,408,No,Yes,28,141.3,94,24.02,168,108,14.28,113.5,84,5.11,7.8,2,2.11,1,FALSE
7712,MN,152,415,Yes,Yes,20,237.5,120,40.38,253.4,94,21.54,265.2,80,11.93,14.2,3,3.83,9,TRUE
7713,RI,95,510,No,Yes,27,129.5,106,22.02,248.9,90,21.16,268,115,12.06,11.9,3,3.21,1,FALSE
7714,CT,31,415,No,Yes,31,100.1,54,17.02,246.3,97,20.94,255,131,11.48,5.9,3,1.59,0,FALSE
7715,OK,121,408,No,Yes,31,237.1,63,40.31,205.6,117,17.48,196.7,85,8.85,10.1,5,2.73,4,FALSE
7716,AK,111,415,No,No,0,172.8,58,29.38,183.1,108,15.56,158.8,104,7.15,7.9,3,2.13,4,TRUE
7717,GA,44,510,No,No,0,288.1,112,48.98,258,92,21.93,192.4,90,8.66,10.2,4,2.75,3,TRUE
7718,UT,61,510,Yes,No,0,78.2,103,13.29,195.9,149,16.65,108,100,4.86,10.1,6,2.73,2,FALSE
7719,NM,65,415,No,No,0,148.7,80,25.28,259,94,22.02,149.5,107,6.73,12.7,6,3.43,2,FALSE
7720,NE,74,415,No,Yes,25,194.6,84,33.08,119.9,103,10.19,175.5,75,7.9,13.1,2,3.54,2,FALSE
7721,NJ,123,408,No,No,0,159.5,77,27.12,303.8,92,25.82,226.9,120,10.21,12,4,3.24,0,FALSE
7722,TX,58,408,No,Yes,20,194.5,110,33.07,213.7,89,18.16,236.6,92,10.65,9.5,2,2.57,1,FALSE
7723,MT,74,408,No,No,0,174.1,96,29.6,251.1,94,21.34,257.6,123,11.59,8.3,5,2.24,2,TRUE
7724,CO,125,415,No,No,0,131.8,97,22.41,136.7,100,11.62,308.2,119,13.87,7.7,6,2.08,2,FALSE
7725,RI,53,408,No,Yes,18,146.8,107,24.96,310,84,26.35,178.7,130,8.04,7.2,7,1.94,0,FALSE
7726,WY,99,408,No,Yes,28,200.7,88,34.12,264.2,116,22.46,172.7,102,7.77,9.1,5,2.46,1,FALSE
7727,ID,99,415,No,No,0,145.6,106,24.75,98.3,106,8.36,230.8,83,10.39,10.9,5,2.94,1,FALSE
7728,CT,66,415,No,Yes,29,229.4,104,39,257.4,84,21.88,231.5,119,10.42,8,1,2.16,2,FALSE
7729,ME,97,510,No,No,0,211,76,35.87,189,100,16.07,123,102,5.54,4.7,4,1.27,3,FALSE
7730,MD,85,510,Yes,No,0,216,73,36.72,188.2,117,16,147.1,98,6.62,3.6,7,0.97,2,FALSE
7731,IN,108,510,No,No,0,293,88,49.81,160.6,101,13.65,143.9,87,6.48,10,6,2.7,2,FALSE
7732,NC,133,408,Yes,Yes,32,221.1,137,37.59,264.9,99,22.52,168.9,108,7.6,15.4,4,4.16,2,TRUE
7733,DE,51,510,No,No,0,181.5,108,30.86,196.9,87,16.74,187.2,119,8.42,10.3,2,2.78,1,FALSE
7734,MN,186,415,No,Yes,26,74.3,107,12.63,177.3,116,15.07,296.3,90,13.33,14.5,3,3.92,2,FALSE
7735,WI,44,415,Yes,No,0,62.3,92,10.59,275,82,23.38,138.7,108,6.24,10.8,3,2.92,1,FALSE
7736,FL,64,408,No,Yes,31,228.6,88,38.86,248.5,109,21.12,167.1,124,7.52,9,1,2.43,3,FALSE
7737,SD,114,415,No,Yes,36,309.9,90,52.68,200.3,89,17.03,183.5,105,8.26,14.2,2,3.83,1,FALSE
7738,FL,92,415,No,No,0,201.9,74,34.32,226.8,119,19.28,217.5,80,9.79,13.7,6,3.7,3,FALSE
7739,OR,110,408,No,No,0,149.8,112,25.47,180,93,15.3,140,119,6.3,11.7,4,3.16,2,FALSE
7740,CO,90,408,No,Yes,30,183.8,76,31.25,229.7,95,19.52,144.1,124,6.48,7.7,3,2.08,1,FALSE
7741,CT,72,408,No,Yes,21,186.7,108,31.74,335,86,28.48,187.2,119,8.42,16.5,4,4.46,1,FALSE
7742,IN,113,415,No,No,0,209.4,151,35.6,347.3,113,29.52,246,116,11.07,7.4,2,2,1,TRUE
7743,PA,171,415,No,Yes,25,223.2,77,37.94,183.2,118,15.57,150.8,90,6.79,10.2,3,2.75,3,FALSE
7744,NM,104,415,No,No,0,164.2,109,27.91,155.4,90,13.21,168.9,117,7.6,10.7,8,2.89,1,FALSE
7745,ME,165,408,No,No,0,150.5,75,25.59,193.1,93,16.41,311.6,93,14.02,10.3,2,2.78,1,FALSE
7746,SD,104,510,No,No,0,234.2,128,39.81,293.1,92,24.91,183.9,79,8.28,9.8,6,2.65,0,TRUE
7747,AR,110,408,No,No,0,55.3,102,9.4,164.7,124,14,200.7,108,9.03,10.2,5,2.75,1,FALSE
7748,TX,90,408,Yes,No,0,221.8,97,37.71,203.8,134,17.32,215.8,154,9.71,8.4,4,2.27,1,FALSE
7749,NH,114,415,No,No,0,169.6,85,28.83,58.9,86,5.01,179.3,124,8.07,7.4,8,2,1,FALSE
7750,AL,109,408,No,No,0,218.9,105,37.21,299.9,87,25.49,158.6,110,7.14,11.3,4,3.05,2,FALSE
7751,OK,92,510,No,No,0,176.3,85,29.97,93.4,125,7.94,207.2,107,9.32,9.6,1,2.59,2,FALSE
7752,ME,82,510,No,Yes,29,207.2,111,35.22,254.1,137,21.6,169.3,92,7.62,9.5,5,2.57,2,FALSE
7753,WV,90,415,No,No,0,205.7,138,34.97,161.9,83,13.76,269.7,104,12.14,12.5,6,3.38,2,FALSE
7754,MN,124,510,No,No,0,157.5,70,26.78,130.7,79,11.11,193.4,98,8.7,9.6,4,2.59,3,FALSE
7755,AZ,84,415,No,No,0,159,80,27.03,167.9,128,14.27,167.6,101,7.54,12.3,5,3.32,1,FALSE
7756,OH,75,510,No,Yes,46,214.1,62,36.4,200.9,111,17.08,246.8,126,11.11,9.2,6,2.48,0,FALSE
7757,MI,102,510,No,No,0,102.6,89,17.44,246,77,20.91,170.5,140,7.67,9.1,4,2.46,2,FALSE
7758,MA,62,415,Yes,No,0,159.7,86,27.15,197.5,76,16.79,121.6,105,5.47,13.9,6,3.75,0,TRUE
7759,WV,143,510,No,No,0,202.8,109,34.48,165.8,104,14.09,143.9,71,6.48,4.6,4,1.24,1,FALSE
7760,MI,53,415,No,No,0,57.5,95,9.78,265.5,131,22.57,244.3,128,10.99,11.6,6,3.13,3,FALSE
7761,MO,112,415,No,No,0,335.5,77,57.04,212.5,109,18.06,265,132,11.93,12.7,8,3.43,2,TRUE
7762,RI,129,415,No,No,0,139.5,119,23.72,289.3,105,24.59,129.4,97,5.82,13.1,8,3.54,0,FALSE
7763,WY,28,415,No,No,0,187.8,94,31.93,248.6,86,21.13,208.8,124,9.4,10.6,5,2.86,0,FALSE
7764,KY,90,415,No,No,0,193.7,83,32.93,154.2,79,13.11,299,60,13.46,12.7,3,3.43,1,FALSE
7765,OR,151,510,No,No,0,156.4,108,26.59,233.4,118,19.84,195.7,141,8.81,7.7,6,2.08,4,FALSE
7766,DC,41,408,No,Yes,37,239.8,110,40.77,221.9,115,18.86,189.1,100,8.51,7.3,1,1.97,2,FALSE
7767,UT,48,510,No,Yes,43,172,111,29.24,200.2,64,17.02,233.1,96,10.49,8,5,2.16,1,FALSE
7768,VA,153,510,No,No,0,195.4,107,33.22,154.6,96,13.14,142.8,97,6.43,11.6,6,3.13,1,FALSE
7769,KS,110,415,Yes,No,0,293.3,79,49.86,188.5,90,16.02,266.9,91,12.01,14.5,4,3.92,0,TRUE
7770,KS,163,415,No,No,0,191.3,89,32.52,193.9,87,16.48,268.4,121,12.08,12.8,4,3.46,1,FALSE
7771,DC,126,510,No,No,0,122.4,88,20.81,143.8,111,12.22,157,106,7.07,11.5,3,3.11,1,FALSE
7772,DC,126,415,No,No,0,161.4,110,27.44,220.6,125,18.75,249.2,78,11.21,5.1,2,1.38,0,FALSE
7773,TX,97,510,No,No,0,144.2,91,24.51,226.7,137,19.27,144.6,72,6.51,13.8,4,3.73,3,FALSE
7774,NJ,95,408,Yes,Yes,37,220.2,109,37.43,185.3,99,15.75,205.1,82,9.23,4.1,2,1.11,0,TRUE
7775,DE,87,510,No,No,0,256.2,105,43.55,160.7,102,13.66,249.4,80,11.22,7.4,2,2,4,FALSE
7776,VT,97,415,No,No,0,112.7,119,19.16,217.7,109,18.5,152.1,76,6.84,6.5,5,1.76,1,FALSE
7777,GA,76,415,No,No,0,299.5,125,50.92,226.7,92,19.27,210.7,134,9.48,13.7,4,3.7,0,TRUE
7778,TX,140,408,No,No,0,194.8,107,33.12,170.9,99,14.53,225.1,93,10.13,13.9,4,3.75,0,FALSE
7779,MT,169,415,No,No,0,100.8,112,17.14,230,69,19.55,193.6,95,8.71,9.5,2,2.57,0,FALSE
7780,ND,68,408,No,Yes,22,82.5,97,14.03,289.9,94,24.64,180,114,8.1,4.8,4,1.3,3,FALSE
7781,NJ,122,415,No,Yes,34,146.4,104,24.89,89.7,103,7.62,220,91,9.9,15.6,4,4.21,2,FALSE
7782,MO,36,408,No,No,0,177.9,129,30.24,224.6,87,19.09,306.3,102,13.78,10.8,6,2.92,2,FALSE
7783,CO,120,510,No,Yes,27,153.5,84,26.1,194,73,16.49,256.5,94,11.54,10.2,7,2.75,5,FALSE
7784,NC,64,408,No,Yes,19,180.1,106,30.62,127.5,92,10.84,237.4,118,10.68,7.5,3,2.03,0,FALSE
7785,MT,13,415,No,Yes,31,265.3,94,45.1,147.6,95,12.55,259.3,117,11.67,12.9,1,3.48,1,FALSE
7786,DE,106,415,No,No,0,128.6,83,21.86,134,114,11.39,210.6,113,9.48,11.4,2,3.08,0,FALSE
7787,VA,74,408,No,No,0,165.3,120,28.1,198.5,106,16.87,208.5,102,9.38,9.8,3,2.65,1,FALSE
7788,IL,83,415,No,No,0,195,92,33.15,210.5,83,17.89,180.6,92,8.13,11,13,2.97,0,FALSE
7789,OK,49,415,No,No,0,213.8,79,36.35,265.1,93,22.53,239.8,128,10.79,15.6,7,4.21,0,FALSE
7790,CO,111,510,No,Yes,24,205.5,114,34.94,219.3,99,18.64,215.9,95,9.72,14,4,3.78,1,FALSE
7791,MT,50,415,No,Yes,22,252.9,112,42.99,177.9,99,15.12,158.4,146,7.13,8.5,4,2.3,3,FALSE
7792,ME,88,415,No,No,0,192,91,32.64,127.6,127,10.85,155.6,125,7,7.5,5,2.03,1,FALSE
7793,WI,131,415,No,Yes,39,69.1,122,11.75,101.3,136,8.61,104.8,94,4.72,9.1,4,2.46,0,FALSE
7794,MO,79,408,No,No,0,261.7,97,44.49,210.6,48,17.9,256.7,83,11.55,6,3,1.62,3,TRUE
7795,NY,140,415,No,No,0,235.5,81,40.04,257.2,130,21.86,103.1,111,4.64,11.5,4,3.11,2,FALSE
7796,CT,105,408,No,No,0,213.4,100,36.28,204.9,52,17.42,179.7,93,8.09,9.5,6,2.57,1,FALSE
7797,WY,87,415,No,Yes,22,263.8,65,44.85,103.4,115,8.79,208.1,109,9.36,8.5,3,2.3,3,FALSE
7798,CA,96,510,No,Yes,31,183.4,126,31.18,195.5,106,16.62,180.1,93,8.1,10.5,5,2.84,1,FALSE
7799,AK,130,415,No,No,0,242.5,101,41.23,102.8,114,8.74,142.4,89,6.41,9.3,2,2.51,2,FALSE
7800,VA,34,415,No,No,0,151,102,25.67,131.4,101,11.17,186.6,86,8.4,9.9,7,2.67,0,FALSE
7801,CO,139,415,No,No,0,138.1,103,23.48,164.5,100,13.98,134.9,63,6.07,8.3,2,2.24,1,FALSE
7802,NE,63,415,No,No,0,211.2,80,35.9,237.7,93,20.2,259.2,58,11.66,12.3,2,3.32,0,FALSE
7803,VT,152,415,No,No,0,197.1,126,33.51,130.1,76,11.06,78.1,100,3.51,7.4,4,2,3,FALSE
7804,ND,147,408,No,No,0,205.3,95,34.9,166.7,128,14.17,240.6,84,10.83,7.8,4,2.11,1,FALSE
7805,GA,112,415,No,Yes,22,181.8,110,30.91,228.1,123,19.39,262.7,141,11.82,9.2,4,2.48,2,FALSE
